id,statement,clean_statement,label,label_binary,subject,speaker,party,job,state,subject_code,party_code,speaker_code,job_code,state_code,statement_length,word_count,has_question,has_exclamation,has_quotes,uppercase_ratio,avg_word_length
1305.json,"As a result of the House Republican bill, the nonpartisan Congressional Budget Office now confirms that families will see their health care premiums reduced by up to 10 percent.",as a result of the house republican bill the nonpartisan congressional budget office now confirms that families will see their health care premiums reduced by up to percent.,half-true,1,health-care,mike-pence,republican,Governor,Indiana,3075,19,1927,395,21,173,28,0,0,0,0.03389830508474576,5.214285714285714
11631.json,Says Thomas Jefferson helped craft the Constitution.,says thomas jefferson helped craft the constitution.,false,0,history,ben-carson,republican,unknown,unknown,3213,19,209,1176,84,52,7,0,0,0,0.07692307692307693,6.571428571428571
5364.json,"Says U.S. Rep. Tammy Baldwin, a candidate for Senate, supports raising taxes by $858 billion.",says u.s. rep. tammy baldwin a candidate for senate supports raising taxes by billion.,barely-true,0,"message-machine-2012,taxes",us-chamber-commerce,none,unknown,unknown,3610,16,2792,1176,84,86,14,0,0,0,0.07526881720430108,5.214285714285714
12223.json,"Right now, here in Texas, wind power is already cheaper than dirty fossil fuels.",right now here in texas wind power is already cheaper than dirty fossil fuels.,true,1,"energy,states",barack-obama,democrat,President,Illinois,2595,5,182,642,19,78,14,0,0,0,0.025,4.642857142857143
7927.json,Says the Obama administration plans to reduce the number of beds devoted to holding individuals violating immigration laws and to release hundreds of dangerous criminals into our communities.,says the obama administration plans to reduce the number of beds devoted to holding individuals violating immigration laws and to release hundreds of dangerous criminals into our communities.,barely-true,0,"crime,criminal-justice,immigration",michael-mccaul,republican,congressman,Texas,1581,19,1870,1021,62,191,28,0,0,0,0.010471204188481676,5.857142857142857
10861.json,Says Democratic challenger Russ Feingold was the deciding vote on Obamacare.,says democratic challenger russ feingold was the deciding vote on obamacare.,barely-true,0,"candidates-biography,congressional-rules,health-care,public-health",ron-johnson,republican,unknown,Wisconsin,494,19,2398,1176,79,76,11,0,0,0,0.06578947368421052,6.0
9387.json,Florida has the most errors and exonerations from death row.,florida has the most errors and exonerations from death row.,half-true,1,"legal-issues,supreme-court",aclu-florida,none,unknown,Florida,3552,16,12,1176,13,60,10,0,0,0,0.016666666666666666,5.1
10358.json,A recent economic uptick appears to coincide with the expectation of a new Republican Congress.,a recent economic uptick appears to coincide with the expectation of a new republican congress.,false,0,"economy,jobs",mitch-mcconnell,republican,Senate minority leader,Kentucky,2182,19,1951,784,24,95,15,0,0,0,0.031578947368421054,5.4
1596.json,There is no precedent for what the Democrats are doing with this deception. ... We have never written a reconciliation bill to amend a law that does not exist.,there is no precedent for what the democrats are doing with this deception. ... we have never written a reconciliation bill to amend a law that does not exist.,half-true,1,health-care,cliff-stearns,republican,U.S. representative,Florida,3075,19,523,944,13,159,29,0,0,0,0.018867924528301886,4.517241379310345
11251.json,"I was one of the few, very few, who voted `no on the Iran deal.",i was one of the few very few who voted no on the iran deal.,false,0,"congress,congressional-rules,nuclear,voting-record",dave-brat,republican,College professor,Virginia,1194,19,639,197,69,60,15,0,0,0,0.031746031746031744,3.066666666666667
2028.json,"He (Kirk) did violate Pentagon rules, twice actually, for improperly mingling politics with his military service.",he kirk did violate pentagon rules twice actually for improperly mingling politics with his military service.,true,1,"afghanistan,candidates-biography,iraq,message-machine,military,patriotism",alexi-giannoulias,democrat,unknown,Illinois,131,5,47,1176,19,109,16,0,0,0,0.02654867256637168,5.875
9019.json,Oregon has never before tried to create a land-use plan for what it should look like for 50 years.,oregon has never before tried to create a landuse plan for what it should look like for years.,true,1,urban,state-rep-brian-clem-d-salem,democrat,State representative,Oregon,3815,5,2560,869,48,94,18,0,0,0,0.01020408163265306,4.277777777777778
10696.json,On expanding Medicaid under the Affordable Care Act.,on expanding medicaid under the affordable care act.,false,0,health-care,rick-scott,republican,Governor,Florida,3075,19,2332,395,13,52,8,0,0,0,0.09615384615384616,5.625
523.json,"Obama's plan to raise the capital gains tax ""hurts the middle class.""",obamas plan to raise the capital gains tax hurts the middle class.,barely-true,0,taxes,republican-national-committee-republican,republican,unknown,unknown,3788,19,2281,1176,84,66,12,0,0,1,0.014492753623188406,4.583333333333333
12598.json,The House Zika bill limits access to birth control services needed to help curb the spread of the virus in Puerto Rico.,the house zika bill limits access to birth control services needed to help curb the spread of the virus in puerto rico.,half-true,1,"abortion,public-health",bill-nelson,democrat,unknown,Florida,114,5,250,1176,13,119,22,0,0,0,0.04201680672268908,4.454545454545454
7335.json,Says the claim that 40 percent of guns are sold without background checks traces to information gathered before background checks were even required.,says the claim that percent of guns are sold without background checks traces to information gathered before background checks were even required.,half-true,1,guns,ted-cruz,republican,Senator,Texas,3045,19,2649,785,62,146,22,0,0,0,0.006711409395973154,5.681818181818182
12578.json,"Doctors kill about 250,000 people a year in botched surgeries.",doctors kill about people a year in botched surgeries.,false,0,"health-care,public-health,public-safety",david-clarke-jr,democrat,Milwaukee County Sheriff,Wisconsin,3173,5,658,543,79,54,9,0,0,0,0.016129032258064516,5.111111111111111
3055.json,The White House branded the memorial service for the Tucson shootings with a Together We Thrive logo and slogan.,the white house branded the memorial service for the tucson shootings with a together we thrive logo and slogan.,false,0,"ethics,pundits",michelle-malkin,none,Blogger and commentator,Colorado,2665,16,1895,73,8,112,19,0,0,0,0.0625,4.947368421052632
836.json,"Obama ""changed the rules in Washington. Gone are the free gifts from lobbyists. Gone are the fancy airplane rides for nothing.""",obama changed the rules in washington. gone are the free gifts from lobbyists. gone are the fancy airplane rides for nothing.,half-true,1,ethics,barack-obama,democrat,President,Illinois,2652,5,182,642,19,125,21,0,0,1,0.031496062992125984,5.0
11237.json,"By the end of this budget Im in right now, taxes will have been cut $4.7 billion in my state.",by the end of this budget im in right now taxes will have been cut . billion in my state.,true,1,"job-accomplishments,taxes",scott-walker,republican,Milwaukee County Executive,Wisconsin,3452,19,2493,542,79,89,20,0,0,0,0.021505376344086023,3.5
12136.json,Says JoAnne Kloppenburg has told us she thinks its her job to promote a more equal society.,says joanne kloppenburg has told us she thinks its her job to promote a more equal society.,mostly-true,1,"candidates-biography,legal-issues,supreme-court",rebecca-bradley,none,unknown,unknown,685,16,2266,1176,84,91,17,0,0,0,0.04395604395604396,4.411764705882353
744.json,"President Eisenhower, on the night before the Normandy invasion...[wrote a] letter of resignation to the United States Army for the failure of the landings at Normandy.",president eisenhower on the night before the normandy invasion...wrote a letter of resignation to the united states army for the failure of the landings at normandy.,false,0,military,john-mccain,republican,U.S. senator,Arizona,3619,19,1416,949,2,165,26,0,0,0,0.041666666666666664,5.384615384615385
2136.json,25 percent of our economy is the financial sector.,percent of our economy is the financial sector.,barely-true,0,"corporations,economy,financial-regulation,pundits",david-gregory,none,Host of NBC's Meet the Press,"Washington, D.C.",1324,16,666,424,76,47,8,0,0,0,0.0,5.0
559.json,"Barack Obama has ""reversed"" on his commitment ""to begin withdrawing American troops from Iraq immediately.""",barack obama has reversed on his commitment to begin withdrawing american troops from iraq immediately.,false,0,iraq,john-mccain,republican,U.S. senator,Arizona,3403,19,1416,949,2,103,15,0,0,1,0.037383177570093455,5.933333333333334
12807.json,Illegal immigration and the crime rate are as low as theyve been in decades.,illegal immigration and the crime rate are as low as theyve been in decades.,mostly-true,1,"crime,history,immigration",barack-obama,democrat,President,Illinois,1657,5,182,642,19,76,14,0,0,0,0.013157894736842105,4.5
11201.json,"Between 2008 and 2014, criminal aliens accounted for 38 percentof all murder convictions in the five states of California, Texas, Arizona, Florida and New York.",between and criminal aliens accounted for percentof all murder convictions in the five states of california texas arizona florida and new york.,false,0,immigration,tom-tancredo,republican,U.S. representative,Colorado,3317,19,2759,944,8,143,22,0,0,0,0.04375,5.545454545454546
10716.json,Repealing Obamacare saves our nation more than $2 trillion.,repealing obamacare saves our nation more than trillion.,false,0,"debt,health-care",dave-brat,republican,College professor,Virginia,1825,19,639,197,69,56,8,0,0,0,0.03389830508474576,6.125
6198.json,"Statistics show that more people at this time telecommute than they ride carpools, mass transit, bicycle or walk.",statistics show that more people at this time telecommute than they ride carpools mass transit bicycle or walk.,half-true,1,transportation,debbie-dooley,tea-party-member,unknown,Georgia,3810,22,702,1176,15,111,18,0,0,0,0.008849557522123894,5.222222222222222
1705.json,We have constitutional amendment that says that there's a ban on drilling right off Florida's coast.,we have constitutional amendment that says that theres a ban on drilling right off floridas coast.,false,0,energy,paula-dockery,republican,State senator,Florida,2518,19,2158,870,13,98,16,0,0,0,0.02,5.1875
10422.json,"In President Barack Obamas 2015 State of the Union address, the words al-Qaida were never used, the first time those words have not been used in a State of the Union address since February 2001.",in president barack obamas state of the union address the words alqaida were never used the first time those words have not been used in a state of the union address since february .,true,1,"afghanistan,bush-administration,iraq,terrorism",bret-baier,none,Fox News host,unknown,130,16,314,378,84,182,34,0,0,0,0.05154639175257732,4.382352941176471
667.json,McCain voted 19 times against a minimum-wage increase.,mccain voted times against a minimumwage increase.,true,1,federal-budget,joe-biden,democrat,U.S. senator,Delaware,2691,5,1335,949,11,50,7,0,0,0,0.037037037037037035,6.285714285714286
1007.json,Sen. Arlen Specters party switch could end up giving Republicans the ability to filibuster judicial nominees at the Judiciary Committee level so that the nominees never get out of committee.,sen. arlen specters party switch could end up giving republicans the ability to filibuster judicial nominees at the judiciary committee level so that the nominees never get out of committee.,mostly-true,1,"legal-issues,pundits",rush-limbaugh,none,Radio host,unknown,3545,16,2431,717,84,190,30,0,0,0,0.031578947368421054,5.366666666666666
4517.json,Says only four Texas legislators voted against a law giving in-state tuition rates to certain illegal immigrants.,says only four texas legislators voted against a law giving instate tuition rates to certain illegal immigrants.,true,1,"education,immigration,states",rick-perry,republican,Governor,Texas,2362,19,2329,395,62,112,17,0,0,0,0.017699115044247787,5.647058823529412
9669.json,Oregon is the most trade-dependent state in the nation,oregon is the most tradedependent state in the nation,false,0,"economy,trade",john-kitzhaber,democrat,Governor of Oregon,Oregon,2303,5,1403,400,48,53,9,0,0,0,0.018518518518518517,5.0
8109.json,"In fact New Jersey is a donor state, we get 61 cents back on every dollar we send to Washington. And interestingly Kentucky gets $1.51 on every dollar they send to Washington.",in fact new jersey is a donor state we get cents back on every dollar we send to washington. and interestingly kentucky gets . on every dollar they send to washington.,true,1,taxes,chris-christie,republican,Governor of New Jersey,New Jersey,3788,19,447,397,39,167,31,0,0,0,0.04,4.419354838709677
4881.json,Says Barack Obama had huge majorities in Congress during his first two years in office and did nothing with them to create jobs in America.,says barack obama had huge majorities in congress during his first two years in office and did nothing with them to create jobs in america.,pants-fire,0,"federal-budget,jobs,stimulus",chris-christie,republican,Governor of New Jersey,New Jersey,2765,19,447,397,39,139,25,0,0,0,0.03597122302158273,4.6
12935.json,"Says Hillary Clinton is proposing to print instant work permits for millions of illegal immigrants to come in and take everybodys jobs, including low-income African-Americans.",says hillary clinton is proposing to print instant work permits for millions of illegal immigrants to come in and take everybodys jobs including lowincome africanamericans.,false,0,"education,immigration,technology",donald-trump,republican,President-Elect,New York,2363,19,774,693,41,172,25,0,0,0,0.02857142857142857,5.92
7731.json,U.S. Sen. Lindsey Graham says South Carolina has a labor shortage and wants more immigration.,u.s. sen. lindsey graham says south carolina has a labor shortage and wants more immigration.,barely-true,0,"immigration,jobs",dustin-inman-society,organization,unknown,Georgia,3320,18,813,1176,15,93,15,0,0,0,0.07526881720430108,5.266666666666667
10214.json,110 people a day move to Austin.,people a day move to austin.,barely-true,0,"city-budget,city-government,population",lynda-rife,democrat,Consultant,Texas,958,5,1721,236,62,28,6,0,0,0,0.03125,3.8333333333333335
2785.json,"One of the interesting things about the Recovery Act was most of the projects came in under budget, faster than expected, because theres just not a lot of work there.",one of the interesting things about the recovery act was most of the projects came in under budget faster than expected because theres just not a lot of work there.,half-true,1,stimulus,barack-obama,democrat,President,Illinois,3779,5,182,642,19,164,30,0,0,0,0.018072289156626505,4.5
6211.json,"Were spending $12,000 bucks a kid a year in the school system.",were spending bucks a kid a year in the school system.,true,1,"education,taxes",don-mcintire,newsmaker,unknown,unknown,2424,15,766,1176,84,54,11,0,0,0,0.016129032258064516,4.0
5834.json,Says Austin has the lowest property tax rate by far of the five major cities in Texas.,says austin has the lowest property tax rate by far of the five major cities in texas.,half-true,1,"city-budget,city-government,housing,taxes",lee-leffingwell,democrat,Austin mayor,Texas,954,5,1652,57,62,86,17,0,0,0,0.03488372093023256,4.117647058823529
11760.json,I didnt support Sonia Sotomayor.,i didnt support sonia sotomayor.,false,0,"sotomayor-nomination,supreme-court",chris-christie,republican,Governor of New Jersey,New Jersey,3743,19,447,397,39,32,5,0,0,0,0.09375,5.6
13229.json,You can look at the propaganda on a lot of the terrorists sites and what Donald Trump saysabout Muslims is used to recruit fighters.,you can look at the propaganda on a lot of the terrorists sites and what donald trump saysabout muslims is used to recruit fighters.,true,1,"foreign-policy,religion,terrorism",hillary-clinton,democrat,Presidential candidate,New York,2945,5,1112,694,41,132,24,0,0,0,0.030303030303030304,4.541666666666667
6566.json,Says Chris Christie was the first governor in America to endorse Mitt Romney.,says chris christie was the first governor in america to endorse mitt romney.,false,0,"candidates-biography,elections",chris-christie,republican,Governor of New Jersey,New Jersey,583,19,447,397,39,77,13,0,0,0,0.07792207792207792,5.0
3617.json,"General Electric hasnt really created any jobs in this country, doesnt pay any taxes, and theyre making historic profits.",general electric hasnt really created any jobs in this country doesnt pay any taxes and theyre making historic profits.,half-true,1,"corporations,deficit,federal-budget,taxes",marcy-kaptur,democrat,Representative from Ohio's Ninth Congressional District,Ohio,1314,5,1745,733,46,119,19,0,0,0,0.01652892561983471,5.315789473684211
13296.json,Says the U.S. Attorneys Office said that neither I nor my campaign had any idea what was going on regarding my fathers illegal campaign contributions. And thats why they closed this case.,says the u.s. attorneys office said that neither i nor my campaign had any idea what was going on regarding my fathers illegal campaign contributions. and thats why they closed this case.,mostly-true,1,"elections,legal-issues",ami-bera,democrat,U.S. House of Representatives,California,2482,5,103,922,5,187,32,0,0,0,0.0374331550802139,4.875
11523.json,Iowas Republican caucus stopped mattering years ago. It in no way determines the party nominee.,iowas republican caucus stopped mattering years ago. it in no way determines the party nominee.,half-true,1,"elections,history",trevor-noah,talk-show-host,unknown,unknown,2458,21,2771,1176,84,95,15,0,0,0,0.031578947368421054,5.4
12323.json,Says both Donald Trump and Hillary Clinton say Planned Parenthood is terrificand that it should keep taxpayer funding.,says both donald trump and hillary clinton say planned parenthood is terrificand that it should keep taxpayer funding.,barely-true,0,abortion,ted-cruz,republican,Senator,Texas,30,19,2649,785,62,118,18,0,0,0,0.059322033898305086,5.611111111111111
11499.json,"In 2008, then-Sen. Barack Obama missed 60 or 70 percent of his votes. In 2004, John Kerry missed close to 60 to 70 percent and Bob Graham missed over 30 percent of his votes.",in thensen. barack obama missed or percent of his votes. in john kerry missed close to to percent and bob graham missed over percent of his votes.,true,1,"candidates-biography,corrections-and-updates,voting-record",marco-rubio,republican,U.S. Senator,Florida,510,19,1743,941,13,146,27,0,0,0,0.05172413793103448,4.444444444444445
3405.json,Texans eat more catfish than residents of all other states combined.,texans eat more catfish than residents of all other states combined.,false,0,"agriculture,food-safety",glenn-hegar,republican,Farmer,Texas,208,19,1047,326,62,68,11,0,0,0,0.014705882352941176,5.2727272727272725
12278.json,Says Ted Cruz wanted to let in more Syrian refugees and give amnesty to illegal immigrants.,says ted cruz wanted to let in more syrian refugees and give amnesty to illegal immigrants.,half-true,1,"candidates-biography,foreign-policy,immigration,terrorism",great-america-pac,organization,unknown,unknown,629,18,1060,1176,84,91,16,0,0,0,0.04395604395604396,4.75
10365.json,"January through November 2014, the year so far, were the hottest first 11 months of any year recorded.",january through november the year so far were the hottest first months of any year recorded.,true,1,"climate-change,energy,environment,history,science,weather",sheldon-whitehouse,democrat,U.S. Senator,Rhode Island,1141,5,2524,941,53,92,16,0,0,0,0.0196078431372549,4.8125
5394.json,"[W]hen adjusted for cost of living, Georgia ranks first nationally in teacher salary and benefits.",when adjusted for cost of living georgia ranks first nationally in teacher salary and benefits.,half-true,1,"education,state-finances",jan-jones,republican,unknown,Georgia,2420,19,1189,1176,15,95,15,0,0,0,0.02040816326530612,5.4
6844.json,U.S. Sen. Sheldon Whitehouse rewarded Wall Street executives with millions in bonuses.,u.s. sen. sheldon whitehouse rewarded wall street executives with millions in bonuses.,pants-fire,0,"corporations,debt,deficit,economy,financial-regulation,government-regulation,message-machine-2012,market-regulation,stimulus,voting-record",barry-hinckley,republican,unknown,Rhode Island,1308,19,194,1176,53,86,12,0,0,0,0.08139534883720931,6.25
9767.json,Says his Act 10 reforms have saved the taxpayers some $3 billion.,says his act reforms have saved the taxpayers some billion.,mostly-true,1,"city-government,county-government,health-care,pensions,state-budget,state-finances,taxes",scott-walker,republican,Milwaukee County Executive,Wisconsin,1008,19,2493,542,79,59,10,0,0,0,0.03076923076923077,5.0
6185.json,"Says the federal health care law upheld by the Supreme Court has improved or saved the lives of more than 4,000 Texans otherwise prevented from obtaining health coverage due to pre-existing conditions.",says the federal health care law upheld by the supreme court has improved or saved the lives of more than texans otherwise prevented from obtaining health coverage due to preexisting conditions.,true,1,health-care,becky-moeller,democrat,"president, Texas AFL-CIO",Texas,3075,5,203,1128,62,194,31,0,0,0,0.01990049751243781,5.290322580645161
7684.json,About 3 percent of Gov. Nathan Deals appointments have been African-American.,about percent of gov. nathan deals appointments have been africanamerican.,half-true,1,"civil-rights,public-service",vincent-fort,democrat,State Senator,Georgia,1120,5,2821,848,15,74,10,0,0,0,0.07792207792207792,6.5
5037.json,"And, as of today, New Jersey state government has less employees than when Christie Whitman left office in 2001.",and as of today new jersey state government has less employees than when christie whitman left office in .,true,1,jobs,chris-christie,republican,Governor of New Jersey,New Jersey,3458,19,447,397,39,106,19,0,0,0,0.044642857142857144,4.631578947368421
5405.json,"When I was born, defense spending was 60 percent of the budget. Its now 17 percent.",when i was born defense spending was percent of the budget. its now percent.,mostly-true,1,"federal-budget,military",rick-santorum,republican,unknown,Pennsylvania,2790,19,2331,1176,51,76,14,0,0,0,0.03614457831325301,4.5
766.json,John McCain said...in December he was surprised there was a subprime mortgage problem.,john mccain said...in december he was surprised there was a subprime mortgage problem.,mostly-true,1,economy,joe-biden,democrat,U.S. senator,Delaware,1975,5,1335,949,11,86,13,0,0,0,0.046511627906976744,5.6923076923076925
12069.json,"More lives are lost from violence against women, sex-selective abortion, female infanticide, suicide, egregious maternal mortality, and other sex-linked causes than were lost during all of the wars and civil strife of the 20th century.",more lives are lost from violence against women sexselective abortion female infanticide suicide egregious maternal mortality and other sexlinked causes than were lost during all of the wars and civil strife of the th century.,half-true,1,women,emma-watson,none,unknown,unknown,3825,16,865,1176,84,226,35,0,0,0,0.00425531914893617,5.485714285714286
3558.json,The benefits that were offered to me as a congressman dont even compare to the benefits that you get as a state employee. I just experienced that myself. Theyre not nearly as good.,the benefits that were offered to me as a congressman dont even compare to the benefits that you get as a state employee. i just experienced that myself. theyre not nearly as good.,half-true,1,"candidates-biography,federal-budget,health-care,state-budget",sean-duffy,republican,Member of the U.S. House,Wisconsin,619,19,2495,525,79,180,33,0,0,0,0.016666666666666666,4.484848484848484
213.json,Huckabee supported a tuition break to the children of illegals that are here illegally when citizens are having to pay a higher rate.,huckabee supported a tuition break to the children of illegals that are here illegally when citizens are having to pay a higher rate.,half-true,1,"education,immigration",mitt-romney,republican,Former governor,Massachusetts,2359,19,1952,362,28,133,23,0,0,0,0.007518796992481203,4.826086956521739
1654.json,The Senate Republican education plan is an unfunded mandate for local school districts.,the senate republican education plan is an unfunded mandate for local school districts.,true,1,education,alex-sink,democrat,unknown,Florida,2311,5,44,1176,13,87,13,0,0,0,0.034482758620689655,5.769230769230769
570.json,"Obama ""voted for and even sponsored amendments that were intended to kill the (immigration overhaul) legislation.""",obama voted for and even sponsored amendments that were intended to kill the immigration overhaul legislation.,half-true,1,immigration,john-mccain,republican,U.S. senator,Arizona,3317,19,1416,949,2,110,16,0,0,1,0.008771929824561403,5.9375
11942.json,"With Obamacare,You have no options ..you cant get competitive bidding.",with obamacareyou have no options ..you cant get competitive bidding.,barely-true,0,health-care,donald-trump,republican,President-Elect,New York,3075,19,774,693,41,69,10,0,0,0,0.04285714285714286,6.0
333.json,"John McCain has said the economy is ""not his strong suit.""",john mccain has said the economy is not his strong suit.,true,1,economy,mitt-romney,republican,Former governor,Massachusetts,1975,19,1952,362,28,56,11,0,0,1,0.05172413793103448,4.181818181818182
9812.json,Weve seen highway fatalities actually decrease in Colorado since marijuana use was legalized.,weve seen highway fatalities actually decrease in colorado since marijuana use was legalized.,half-true,1,marijuana,anthony-johnson,activist,unknown,Oregon,3560,1,139,1176,48,93,13,0,0,0,0.021505376344086023,6.230769230769231
291.json,"I believe, Senator Clinton, you've raised more money from those people (the oil and gas industry) than any candidate, Democrat or Republican.",i believe senator clinton youve raised more money from those people the oil and gas industry than any candidate democrat or republican.,half-true,1,ethics,john-edwards,democrat,former senator,North Carolina,2652,5,1390,1056,44,135,22,0,0,0,0.03546099290780142,5.181818181818182
4346.json,Gov. Rick Scott is trying to get a waiver under the federal health care law that would deny consumers in Florida the right to the $60 million in rebates they have from their own HMOs.,gov. rick scott is trying to get a waiver under the federal health care law that would deny consumers in florida the right to the million in rebates they have from their own hmos.,half-true,1,health-care,scott-randolph,democrat,State Representative,Florida,3075,5,2489,840,13,179,34,0,0,0,0.03825136612021858,4.294117647058823
9952.json,Jason Carter actually opposed more funding for education in the Senate.,jason carter actually opposed more funding for education in the senate.,mostly-true,1,"education,state-budget",republican-governors-association,republican,unknown,"Washington, D.C.",2412,19,2279,1176,76,71,11,0,0,0,0.04225352112676056,5.545454545454546
4746.json,"Every day in the United States, we are losing 15 factories.",every day in the united states we are losing factories.,true,1,"economy,jobs,taxes",betty-sutton,democrat,U.S. representative from Ohio's 13th District,Ohio,2210,5,222,947,46,55,10,0,0,0,0.05084745762711865,4.6
8640.json,About 2 percent of Americans get paid the minimum wage.,about percent of americans get paid the minimum wage.,mostly-true,1,"economy,poverty,workers",rob-portman,republican,U.S. senator from Ohio,Ohio,2262,19,2344,950,46,53,9,0,0,0,0.03636363636363636,5.0
10673.json,"The Affordable Care Act is a major reason why weve seen 50,000 fewer preventable patient deaths in hospitals.",the affordable care act is a major reason why weve seen fewer preventable patient deaths in hospitals.,mostly-true,1,"health-care,public-health",barack-obama,democrat,President,Illinois,3172,5,182,642,19,102,17,0,0,0,0.03669724770642202,5.0588235294117645
7062.json,"After Patrick Murphys charges were dropped, Murphys father gave the prosecutor a huge campaign donation.",after patrick murphys charges were dropped murphys father gave the prosecutor a huge campaign donation.,barely-true,0,"campaign-finance,candidates-biography",allen-west,republican,"U.S. representative, Florida District 22",Florida,385,19,60,948,13,103,15,0,0,0,0.038461538461538464,5.933333333333334
1499.json,The current (agriculture) commissioner allowed tainted beef to be sent to school cafeterias.,the current agriculture commissioner allowed tainted beef to be sent to school cafeterias.,false,0,"agriculture,children,education",kinky-friedman,democrat,Author,Texas,182,5,1604,59,62,90,13,0,0,0,0.010869565217391304,6.0
806.json,"Congressman John Lewis, an American hero, made allegations that Sarah Palin and I were somehow associated with ... the worst chapter in American history. ... And, Senator Obama, you didn't repudiate those remarks.",congressman john lewis an american hero made allegations that sarah palin and i were somehow associated with ... the worst chapter in american history. ... and senator obama you didnt repudiate those remarks.,true,1,candidates-biography,john-mccain,republican,U.S. senator,Arizona,462,19,1416,949,2,208,33,0,0,0,0.051643192488262914,5.333333333333333
5300.json,"The national debt is equal to $48,700 for every American or $128,300 for every U.S. household. It is now equivalent to the size of our entire economy.",the national debt is equal to for every american or for every u.s. household. it is now equivalent to the size of our entire economy.,true,1,deficit,randy-forbes,republican,Representative,Virginia,1835,19,2248,728,69,133,25,0,0,0,0.03333333333333333,4.36
7182.json,This week the House of Representatives voted to remove the word lunatic from federal law.,this week the house of representatives voted to remove the word lunatic from federal law.,true,1,legal-issues,allen-west,republican,"U.S. representative, Florida District 22",Florida,3534,19,60,948,13,89,15,0,0,0,0.033707865168539325,5.0
6115.json,"Less than 2 percent of illegals are picking crops, but 41 percent are on welfare.",less than percent of illegals are picking crops but percent are on welfare.,barely-true,0,immigration,facebook-posts,none,Social media posting,unknown,3317,16,905,806,84,75,13,0,0,0,0.012345679012345678,4.846153846153846
3422.json,Says the states budget shortfall is not that much different than it was in 2003.,says the states budget shortfall is not that much different than it was in .,false,0,"state-budget,taxes",rick-perry,republican,Governor,Texas,3766,19,2329,395,62,76,15,0,0,0,0.0125,4.133333333333334
2934.json,"Sen. Joe Biden, the ranking member of the Foreign Relations Committee, recommended partitioning Iraq into three separate entities.",sen. joe biden the ranking member of the foreign relations committee recommended partitioning iraq into three separate entities.,half-true,1,iraq,george-w-bush,republican,President,Texas,3403,19,1011,642,62,128,18,0,0,0,0.05384615384615385,6.166666666666667
4829.json,The overwhelming number of school districts reported their staff stayed the same or grew after the 2011-13 state budget,the overwhelming number of school districts reported their staff stayed the same or grew after the state budget,false,0,"education,state-budget",scott-walker,republican,Milwaukee County Executive,Wisconsin,2412,19,2493,542,79,111,18,0,0,0,0.008403361344537815,5.222222222222222
12067.json,Seventy percent of Missourians support voter photo ID legislation.,seventy percent of missourians support voter photo id legislation.,mostly-true,1,"diversity,elections,legal-issues",caleb-rowden,republican,State representative,Missouri,1912,19,360,869,33,66,9,0,0,0,0.06060606060606061,6.444444444444445
12688.json,Says middle-class New York State residents will have the lowest tax rate in 70 years.,says middleclass new york state residents will have the lowest tax rate in years.,mostly-true,1,taxes,andrew-cuomo,democrat,Governor,New York,3788,5,113,395,41,81,14,0,0,0,0.047058823529411764,4.857142857142857
758.json,My plan offers three times as much tax relief to the middle class as Senator McCain's.,my plan offers three times as much tax relief to the middle class as senator mccains.,half-true,1,taxes,barack-obama,democrat,President,Illinois,3788,5,182,642,19,85,16,0,0,0,0.046511627906976744,4.375
4733.json,"Thirty million Americans, including a lot of people in Florida, are going to be able to get healthcare next year because of that law.",thirty million americans including a lot of people in florida are going to be able to get healthcare next year because of that law.,false,0,health-care,barack-obama,democrat,President,Illinois,3075,5,182,642,19,131,24,0,0,0,0.022556390977443608,4.5
5707.json,"Under President Obama, domestic oil production is at an eight-year high.",under president obama domestic oil production is at an eightyear high.,mostly-true,1,energy,barack-obama,democrat,President,Illinois,2518,5,182,642,19,70,11,0,0,0,0.041666666666666664,5.454545454545454
6851.json,Says under U.S. Sen. Robert Menendezs watch the nations unemployment rate and debt doubled and the federal budget deficit quadrupled.,says under u.s. sen. robert menendezs watch the nations unemployment rate and debt doubled and the federal budget deficit quadrupled.,half-true,1,"candidates-biography,debt,deficit,economy,jobs",joseph-kyrillos,republican,State Senator,New Jersey,540,19,1473,848,39,133,20,0,0,0,0.045112781954887216,5.7
5917.json,Seniors will see $500 billion in Medicare cuts to fund Obamacare.,seniors will see billion in medicare cuts to fund obamacare.,barely-true,0,"elections,health-care,medicare,message-machine-2012,10-news-tampa-bay",us-chamber-commerce,none,unknown,unknown,2456,16,2792,1176,84,60,10,0,0,0,0.046153846153846156,5.1
8220.json,Theres only one candidate under investigation -- Terry McAuliffe.,theres only one candidate under investigation terry mcauliffe.,false,0,ethics,ken-cuccinelli,republican,Attorney General,Virginia,2652,19,1569,49,69,62,8,0,0,0,0.06153846153846154,6.875
3832.json,Annual water usage in 2010 was actually down more than 18 percent from usage in 2006.,annual water usage in was actually down more than percent from usage in .,mostly-true,1,water,charlotte-nash,republican,unknown,Georgia,3819,19,437,1176,15,73,14,0,0,0,0.011764705882352941,4.285714285714286
3667.json,"Currently, there is no one from South Austin on the (Austin City) Council!",currently there is no one from south austin on the austin city council!,true,1,candidates-biography,max-nofziger,democrat,Musician,Texas,462,5,1837,552,62,71,13,0,1,0,0.08108108108108109,4.538461538461538
